0.0,0.0,0.0,0.14662756,-0.313783,0.1085044,-0.58064514,0.04105572,-0.771261,-0.029325513,-1.0,-0.28739002,-0.542522,0.11143695,-0.49266863,0.16129032,-0.40469208,0.038123168,-0.39589444,-0.3548387,-0.313783,0.1319648,-0.29325512,0.14662756,-0.24633431,-0.008797654,-0.27272728,-0.32844576,-0.1085044,0.11730205,-0.09677419,0.12316716,-0.08797654,-0.011730205,-0.114369504,-0.27272728,0.07331378,0.058651026,0.076246336,0.07331378,0.052785926,-0.026392963,0.029325513
0.0,0.0,0.0,0.13105413,-0.3190883,0.10541311,-0.5868946,0.042735044,-0.77492875,-0.02849003,-1.0,-0.27920228,-0.55270654,0.0997151,-0.5099715,0.14529915,-0.4159544,0.025641026,-0.4045584,-0.33903134,-0.33048433,0.122507125,-0.3190883,0.13390313,-0.26210827,-0.014245015,-0.28490028,-0.3133903,-0.12820514,0.11396012,-0.122507125,0.11111111,-0.10541311,-0.017094018,-0.13105413,-0.25925925,0.048433047,0.05982906,0.048433047,0.07122507,0.034188036,-0.022792023,0.014245015
0.0,0.0,0.0,0.14739884,-0.32080925,0.11849711,-0.5867052,0.057803467,-0.76878613,-0.011560693,-1.0,-0.27456647,-0.5549133,0.12138728,-0.50578034,0.1618497,-0.4132948,0.0433526,-0.40462428,-0.3381503,-0.33236995,0.13872832,-0.3150289,0.14161849,-0.26589596,-0.011560693,-0.28901735,-0.31213874,-0.12716763,0.12716763,-0.11849711,0.11849711,-0.10404624,-0.011560693,-0.1300578,-0.2601156,0.054913294,0.06358381,0.06069364,0.07225434,0.040462427,-0.023121387,0.014450867
0.0,0.0,0.0,0.14534883,-0.31976745,0.113372095,-0.5872093,0.046511628,-0.77034885,-0.020348838,-1.0,-0.28197673,-0.5552326,0.113372095,-0.50581396,0.15406977,-0.4098837,0.034883723,-0.39825583,-0.34302327,-0.33139536,0.13372093,-0.3139535,0.13953489,-0.2616279,-0.014534884,-0.2848837,-0.31686047,-0.12209302,0.12209302,-0.113372095,0.11627907,-0.09883721,-0.011627907,-0.12790698,-0.2616279,0.058139537,0.058139537,0.06686047,0.069767445,0.046511628,-0.023255814,0.017441861
0.0,0.0,0.0,0.13333334,-0.29855072,0.08405797,-0.5768116,0.017391304,-0.7710145,-0.04347826,-1.0,-0.31014493,-0.5507246,0.089855075,-0.51014495,0.13623188,-0.4115942,0.017391304,-0.4,-0.3768116,-0.33333334,0.11304348,-0.3072464,0.11884058,-0.26086956,-0.026086956,-0.27826086,-0.3478261,-0.12173913,0.09565217,-0.11014493,0.09565217,-0.09565217,-0.028985508,-0.12173913,-0.28985506,0.06376812,0.04057971,0.060869563,0.052173913,0.04347826,-0.04057971,0.020289855
0.0,0.0,0.0,0.13314448,-0.3201133,0.101983,-0.5892351,0.039660055,-0.776204,-0.02549575,-1.0,-0.2776204,-0.5495751,0.101983,-0.509915,0.15014164,-0.41076487,0.031161472,-0.3937677,-0.33144477,-0.3286119,0.12464589,-0.31728044,0.1388102,-0.26062322,-0.0056657223,-0.2776204,-0.305949,-0.12464589,0.10764872,-0.12181303,0.11614731,-0.101983,-0.008498584,-0.12464589,-0.25212464,0.0509915,0.05382436,0.0509915,0.07082153,0.036827195,-0.02266289,0.016997168
0.0,0.0,0.0,0.13119534,-0.31195337,0.08746356,-0.58309036,0.020408163,-0.77259475,-0.04373178,-1.0,-0.3148688,-0.54227406,0.08163265,-0.5043732,0.12827988,-0.40816328,0.011661808,-0.39650145,-0.3760933,-0.32069972,0.10787172,-0.30612245,0.116618074,-0.25655976,-0.03206997,-0.27988338,-0.34402332,-0.113702625,0.09620991,-0.10495627,0.09620991,-0.093294464,-0.034985423,-0.116618074,-0.2857143,0.069970846,0.034985423,0.069970846,0.046647232,0.046647232,-0.04373178,0.020408163
0.0,0.0,0.0,0.11965812,-0.3105413,0.07977208,-0.5840456,0.01994302,-0.7777778,-0.048433047,-1.0,-0.2962963,-0.5470086,0.088319086,-0.5014245,0.13675214,-0.4074074,0.017094018,-0.3931624,-0.35327634,-0.32478634,0.10826211,-0.30769232,0.12535612,-0.25641027,-0.01994302,-0.27635327,-0.32763532,-0.11965812,0.09116809,-0.11396012,0.0997151,-0.0997151,-0.025641026,-0.11965812,-0.27065527,0.05982906,0.037037037,0.054131053,0.05698006,0.03988604,-0.037037037,0.025641026
0.0,0.0,0.0,0.12463768,-0.32173914,0.09565217,-0.5884058,0.04057971,-0.773913,-0.023188407,-1.0,-0.28695652,-0.53333336,0.10144927,-0.48985508,0.14202899,-0.40869564,0.023188407,-0.4,-0.34202898,-0.30144927,0.12463768,-0.29855072,0.13333334,-0.2521739,-0.017391304,-0.2753623,-0.31594202,-0.09855072,0.11014493,-0.10144927,0.10724638,-0.09565217,-0.026086956,-0.12173913,-0.2637681,0.072463766,0.052173913,0.072463766,0.06376812,0.04927536,-0.034782607,0.026086956
0.0,0.0,0.0,0.129683,-0.32853025,0.10086455,-0.5878962,0.043227665,-0.76945245,-0.023054754,-1.0,-0.27665707,-0.5360231,0.10662824,-0.4870317,0.14697406,-0.40057638,0.031700287,-0.389049,-0.3314121,-0.30835736,0.12680115,-0.30259365,0.13832854,-0.25072047,-0.008645534,-0.27089337,-0.30835736,-0.1037464,0.112391934,-0.10662824,0.112391934,-0.095100865,-0.017291067,-0.11815562,-0.25648415,0.06916427,0.054755043,0.06628242,0.06916427,0.048991356,-0.0259366,0.031700287
